"","EntryID.uniprot","Symbol","Synonym","Reviewed","EntryName","ProteinName","Keywords","Location","AntibodyName"
"15497","Q8CE96","Trmt6","Kiaa1153 Trm6","reviewed","TRM6_MOUSE","tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (mRNA methyladenosine-N(1)-methyltransferase non-catalytic subunit TRM6) (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6)","Alternative splicing;Nucleus;Phosphoprotein;Reference proteome;tRNA processing","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P41814}.",NA
"15498","Q80XC2","Trmt61a","Trm61","reviewed","TRM61_MOUSE","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A (EC 2.1.1.220) (mRNA methyladenosine-N(1)-methyltransferase catalytic subunit TRMT61A) (EC 2.1.1.-) (tRNA(m1A58)-methyltransferase subunit TRMT61A) (tRNA(m1A58)MTase subunit TRMT61A)","Acetylation;Methyltransferase;Nucleus;Phosphoprotein;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:P46959}.",NA
"15499","Q80WQ4","Trmt9b","Kiaa1456 Trmt9l","reviewed","TRM9B_MOUSE","Probable tRNA methyltransferase 9B (Probable tRNA methyltransferase 9-like protein) (EC 2.1.1.-)","Alternative splicing;Methyltransferase;Phosphoprotein;Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing",NA,NA
"15500","Q9DAT5","Trmu","Mtu1 Trmt1","reviewed","MTU1_MOUSE","Mitochondrial tRNA-specific 2-thiouridylase 1 (EC 2.8.1.14)","ATP-binding;Disulfide bond;Mitochondrion;Nucleotide-binding;Reference proteome;RNA-binding;Transferase;tRNA processing;tRNA-binding","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000269|PubMed:14746906}.",NA
"15501","Q80VC6","Trnau1ap","Secp43 Trspap1","reviewed","TSAP1_MOUSE","tRNA selenocysteine 1-associated protein 1 (SECp43) (tRNA selenocysteine-associated protein 1)","Cytoplasm;Nucleus;Protein biosynthesis;Reference proteome;Repeat;RNA-binding","SUBCELLULAR LOCATION: Nucleus. Cytoplasm. Note=Abundant in the nucleus. {ECO:0000250}.",NA
"15502","Q80ZI1","Trnp1","Trnp","reviewed","TRNP1_MOUSE","TMF-regulated nuclear protein 1","Cell cycle;Developmental protein;DNA-binding;Neurogenesis;Nucleus;Reference proteome;Transcription;Transcription regulation;Ubl conjugation","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:23622239}.",NA
"15503","Q8K1J6","Trnt1",NA,"reviewed","TRNT1_MOUSE","CCA tRNA nucleotidyltransferase 1, mitochondrial (EC 2.7.7.72) (mitochondrial tRNA nucleotidyl transferase, CCA-adding) (mt CCA-adding enzyme) (mt tRNA CCA-diphosphorylase) (mt tRNA CCA-pyrophosphorylase) (mt tRNA adenylyltransferase)","Acetylation;Alternative splicing;ATP-binding;Cytoplasm;Magnesium;Metal-binding;Mitochondrion;Nucleotide-binding;Nucleotidyltransferase;Nucleus;Phosphoprotein;Reference proteome;RNA-binding;Transferase;Transit peptide;tRNA processing","SUBCELLULAR LOCATION: Mitochondrion {ECO:0000250|UniProtKB:Q96Q11}. Cytoplasm {ECO:0000250|UniProtKB:Q96Q11}. Nucleus {ECO:0000250|UniProtKB:Q96Q11}.",NA
"15504","B7ZNG4","Troap",NA,"reviewed","TROAP_MOUSE","Tastin (Troap protein) (Trophinin-assisting protein) (Trophinin-associated protein)","Cell adhesion;Cytoplasm;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q12815}.",NA
"15505","Q4QQM4","Trp53i11","Pig11 Tp53i11","reviewed","P5I11_MOUSE","Tumor protein p53-inducible protein 11 (Transformation related protein 53 inducible protein 11) (p53-induced gene 11 protein)","Membrane;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"15506","Q9QXE4","Trp53inp1","Sip","reviewed","T53I1_MOUSE","Tumor protein p53-inducible nuclear protein 1 (Stress-induced protein) (Thymus-expressed acidic protein) (TEAP) (p53-dependent damage-inducible nuclear protein 1) (p53DINP1)","Activator;Alternative splicing;Antioxidant;Apoptosis;Autophagy;Cytoplasm;Cytoplasmic vesicle;Nucleus;Reference proteome;Transcription;Transcription regulation;Tumor suppressor","SUBCELLULAR LOCATION: Cytoplasm, cytosol {ECO:0000250}. Nucleus {ECO:0000269|PubMed:11557757}. Nucleus, PML body {ECO:0000250}. Cytoplasmic vesicle, autophagosome {ECO:0000250}. Note=Shuttles between the nucleus and the cytoplasm, depending on cellular stress conditions, and re-localizes to autophagosomes on autophagy activation. {ECO:0000250}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm.",NA
"15507","Q8BLA8","Trpa1","Anktm1","reviewed","TRPA1_MOUSE","Transient receptor potential cation channel subfamily A member 1 (Ankyrin-like with transmembrane domains protein 1) (Wasabi receptor)","ANK repeat;Cell membrane;Coiled coil;Disulfide bond;Glycoprotein;Hydroxylation;Ion channel;Ion transport;Membrane;Oxidation;Reference proteome;Repeat;Sensory transduction;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12654248, ECO:0000269|PubMed:15046718, ECO:0000269|PubMed:15483558, ECO:0000269|PubMed:15843607}; Multi-pass membrane protein {ECO:0000305}.",NA
"15508","Q61056","Trpc1","Trp1 Trrp1","reviewed","TRPC1_MOUSE","Short transient receptor potential channel 1 (TrpC1) (Transient receptor protein 1) (TRP-1) (mTrp1) (Trp-related protein 1)","Alternative splicing;ANK repeat;Calcium;Calcium channel;Calcium transport;Ion channel;Ion transport;Membrane;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"15509","Q9R244","Trpc2","Trp2 Trrp2","reviewed","TRPC2_MOUSE","Short transient receptor potential channel 2 (TrpC2) (Transient receptor protein 2) (TRP-2) (mTrp2)","Alternative splicing;ANK repeat;Calcium;Calcium channel;Calcium transport;Ion channel;Ion transport;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"15510","Q9QZC1","Trpc3","Trp3 Trrp3","reviewed","TRPC3_MOUSE","Short transient receptor potential channel 3 (TrpC3) (Receptor-activated cation channel TRP3) (Transient receptor protein 3) (TRP-3) (mTrp3) (Trp-related protein 3)","ANK repeat;Calcium;Calcium channel;Calcium transport;Cell membrane;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}.",NA
"15511","Q9QUQ5","Trpc4","Trrp4","reviewed","TRPC4_MOUSE","Short transient receptor potential channel 4 (TrpC4) (Capacitative calcium entry channel Trp4) (Receptor-activated cation channel TRP4)","3D-structure;Alternative splicing;ANK repeat;Calcium;Calcium channel;Calcium transport;Cell membrane;Coiled coil;Ion channel;Ion transport;Membrane;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.",NA
"15512","Q9JLV2","Trpc4ap","Trrp4ap","reviewed","TP4AP_MOUSE","Short transient receptor potential channel 4-associated protein (Trp4-associated protein) (Trpc4-associated protein) (Protein TAP1) (Rabex-5/Rin2-interacting protein) (TNF-receptor ubiquitous scaffolding/signaling protein) (Protein TRUSS)","Acetylation;Alternative splicing;Cytoplasm;Phosphoprotein;Reference proteome;Ubl conjugation;Ubl conjugation pathway","SUBCELLULAR LOCATION: Cytoplasm, perinuclear region {ECO:0000250|UniProtKB:Q8TEL6}.",NA
"15513","Q9QX29","Trpc5","Trp5 Trrp5","reviewed","TRPC5_MOUSE","Short transient receptor potential channel 5 (TrpC5) (Capacitative calcium entry channel 2) (CCE2) (Transient receptor protein 5) (TRP-5) (mTRP5) (Trp-related protein 5)","3D-structure;ANK repeat;Calcium;Calcium channel;Calcium transport;Cell membrane;Direct protein sequencing;Glycoprotein;Ion channel;Ion transport;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.",NA
"15514","Q3UHV4","Trpc5os","Gm15070","reviewed","TR5OS_MOUSE","Putative uncharacterized protein TRPC5OS homolog","Reference proteome",NA,NA
"15515","Q61143","Trpc6","Trp6 Trrp6","reviewed","TRPC6_MOUSE","Short transient receptor potential channel 6 (TrpC6) (Calcium entry channel) (Transient receptor protein 6) (TRP-6)","3D-structure;ANK repeat;Calcium;Calcium channel;Calcium transport;Cell membrane;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9Y210}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9Y210}.",NA
"15516","Q9WVC5","Trpc7","Trp7 Trrp8","reviewed","TRPC7_MOUSE","Short transient receptor potential channel 7 (TrpC7) (Transient receptor protein 7) (TRP-7) (mTRP7)","ANK repeat;Calcium;Calcium channel;Calcium transport;Cell membrane;Glycoprotein;Ion channel;Ion transport;Membrane;Nucleus;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}. Nucleus envelope {ECO:0000250}.",NA
"15517","Q2TV84","Trpm1","Ltrpc1","reviewed","TRPM1_MOUSE","Transient receptor potential cation channel subfamily M member 1 (Long transient receptor potential channel 1) (LTrpC1) (Melastatin-1)","3D-structure;Alternative splicing;Cell membrane;Cell projection;Coiled coil;Endoplasmic reticulum;Glycoprotein;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Receptor;Reference proteome;Sensory transduction;Transmembrane;Transmembrane helix;Transport;Vision","SUBCELLULAR LOCATION: Cell membrane {ECO:0000255, ECO:0000305}; Multi-pass membrane protein {ECO:0000255, ECO:0000305}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:30027108}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q7Z4N2}. Cell projection, axon {ECO:0000269|PubMed:30027108}.",NA
"15518","Q91YD4","Trpm2","Ltrpc2 Trpc7","reviewed","TRPM2_MOUSE","Transient receptor potential cation channel subfamily M member 2 (Long transient receptor potential channel 2) (LTrpC-2) (LTrpC2) (Transient receptor potential channel 7) (TrpC7)","Calcium;Calcium channel;Calcium transport;Cell membrane;Cell projection;Cytoplasmic vesicle;Disulfide bond;Ion channel;Ion transport;Lysosome;Membrane;Metal-binding;Reference proteome;Sodium;Sodium channel;Sodium transport;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11804595, ECO:0000269|PubMed:19454650, ECO:0000269|PubMed:21753080, ECO:0000269|PubMed:22493272}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O94759}. Perikaryon {ECO:0000250|UniProtKB:E9PTA2}. Cell projection {ECO:0000250|UniProtKB:E9PTA2}. Cytoplasmic vesicle {ECO:0000269|PubMed:21753080}. Lysosome {ECO:0000269|PubMed:21753080}. Note=Detected at the cell membrane and in intracellular vesicles in cortical neurons. Detected on neuronal cell bodies and neurites (By similarity). Detected on the cell membrane in polymorphonuclear neutrophils (PubMed:21753080). Detected on cytoplasmic vesicles and lysosomes in immature bone marrow dendritic cells (PubMed:21753080). {ECO:0000250|UniProtKB:E9PTA2, ECO:0000269|PubMed:21753080}.",NA
"15519","Q7TN37","Trpm4","Ltrpc4","reviewed","TRPM4_MOUSE","Transient receptor potential cation channel subfamily M member 4 (Calcium-activated non-selective cation channel 1) (Long transient receptor potential channel 4) (LTrpC-4) (LTrpC4)","3D-structure;Adaptive immunity;Alternative splicing;ATP-binding;Calcium;Calmodulin-binding;Cell membrane;Coiled coil;Disulfide bond;Endoplasmic reticulum;Golgi apparatus;Immunity;Ion channel;Ion transport;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Transmembrane;Transmembrane helix;Transport;Ubl conjugation","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12893253, ECO:0000269|PubMed:29211714}; Multi-pass membrane protein {ECO:0000269|PubMed:29211714}. Endoplasmic reticulum {ECO:0000250|UniProtKB:Q8TD43}. Golgi apparatus {ECO:0000250|UniProtKB:Q8TD43}.",NA
"15520","Q9JJH7","Trpm5","Ltrpc5 Mtr1","reviewed","TRPM5_MOUSE","Transient receptor potential cation channel subfamily M member 5 (Long transient receptor potential channel 5) (LTrpC-5) (LTrpC5) (MLSN1- and TRP-related gene 1 protein)","Alternative splicing;Calcium;Cell membrane;Coiled coil;Ion channel;Ion transport;Ligand-gated ion channel;Membrane;Receptor;Reference proteome;Transmembrane;Transmembrane helix;Transport;Voltage-gated channel","SUBCELLULAR LOCATION: Cell membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q8TD43, ECO:0000255}.",NA
"15521","Q8CIR4","Trpm6",NA,"reviewed","TRPM6_MOUSE","Transient receptor potential cation channel subfamily M member 6 (EC 2.7.11.1) (Channel kinase 2) (Melastatin-related TRP cation channel 6)","ATP-binding;Calcium;Calcium channel;Calcium transport;Cell membrane;Ion channel;Ion transport;Kinase;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase;Transmembrane;Transmembrane helix;Transport;Zinc","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9BX84}; Multi-pass membrane protein.",NA
"15522","Q923J1","Trpm7","Chak Ltrpc7","reviewed","TRPM7_MOUSE","Transient receptor potential cation channel subfamily M member 7 (EC 2.7.11.1) (Channel-kinase 1) (Long transient receptor potential channel 7) (LTrpC-7) (LTrpC7) (Transient receptor potential-phospholipase C-interacting kinase) (TRP-PLIK)","3D-structure;Acetylation;ATP-binding;Calcium;Calcium channel;Calcium transport;Coiled coil;Ion channel;Ion transport;Kinase;Membrane;Metal-binding;Necrosis;Nucleotide-binding;Phosphoprotein;Reference proteome;Serine/threonine-protein kinase;Transferase;Transmembrane;Transmembrane helix;Transport;Zinc","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"15523","Q8R4D5","Trpm8","Ltrpc6 Trpp8","reviewed","TRPM8_MOUSE","Transient receptor potential cation channel subfamily M member 8 (Long transient receptor potential channel 6) (LTrpC-6) (LTrpC6) (Transient receptor potential p8) (Trp-p8)","3D-structure;Cell membrane;Coiled coil;Direct protein sequencing;Glycoprotein;Ion channel;Ion transport;Membrane;Reference proteome;Sensory transduction;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Membrane raft. Note=Localizes to membrane rafts but is also located in the cell membrane outside of these regions where channel response to cold is enhanced compared to membrane rafts.",NA
"15524","Q925H1","Trps1",NA,"reviewed","TRPS1_MOUSE","Zinc finger transcription factor Trps1","DNA-binding;Isopeptide bond;Metal-binding;Nucleus;Phosphoprotein;Reference proteome;Repeat;Repressor;Transcription;Transcription regulation;Ubl conjugation;Zinc;Zinc-finger","SUBCELLULAR LOCATION: Nucleus.",NA
"15525","Q8K3A2","Trpt1","Tpt1h","reviewed","TRPT1_MOUSE","tRNA 2'-phosphotransferase 1 (mTPT1) (EC 2.7.1.160)","Acetylation;NAD;Reference proteome;Transferase;tRNA processing",NA,NA
"15526","Q704Y3","Trpv1",NA,"reviewed","TRPV1_MOUSE","Transient receptor potential cation channel subfamily V member 1 (TrpV1) (Osm-9-like TRP channel 1) (OTRPC1) (Vanilloid receptor 1)","Alternative splicing;ANK repeat;ATP-binding;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell membrane;Cell projection;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Postsynaptic cell membrane;Reference proteome;Repeat;Synapse;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Postsynaptic cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell projection, dendritic spine membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Cell membrane {ECO:0000250|UniProtKB:O35433}; Multi-pass membrane protein {ECO:0000250|UniProtKB:O35433}. Note=Mostly, but not exclusively expressed in postsynaptic dendritic spines. {ECO:0000250|UniProtKB:O35433}.",NA
"15527","Q9WTR1","Trpv2","Grc","reviewed","TRPV2_MOUSE","Transient receptor potential cation channel subfamily V member 2 (TrpV2) (Growth factor-regulated calcium channel) (GRC) (Osm-9-like TRP channel 2) (OTRPC2)","3D-structure;ANK repeat;Calcium;Calcium channel;Calcium transport;Cell membrane;Cytoplasm;Glycoprotein;Ion channel;Ion transport;Membrane;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Cytoplasm. Melanosome {ECO:0000250}. Note=Translocates from the cytoplasm to the plasma membrane upon ligand stimulation.",NA
"15528","Q8K424","Trpv3",NA,"reviewed","TRPV3_MOUSE","Transient receptor potential cation channel subfamily V member 3 (TrpV3)","3D-structure;ANK repeat;Calcium;Calcium channel;Calcium transport;Ion channel;Ion transport;Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.",NA
"15529","Q9EPK8","Trpv4","Trp12 Vrl2 Vroac","reviewed","TRPV4_MOUSE","Transient receptor potential cation channel subfamily V member 4 (TrpV4) (Osm-9-like TRP channel 4) (OTRPC4) (Transient receptor potential protein 12) (TRP12) (Vanilloid receptor-like channel 2) (Vanilloid receptor-like protein 2) (Vanilloid receptor-related osmotically-activated channel) (VR-OAC)","ANK repeat;ATP-binding;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell junction;Cell membrane;Cell projection;Cilium;Glycoprotein;Ion channel;Ion transport;Lipid-binding;Membrane;Metal-binding;Nucleotide-binding;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000250|UniProtKB:Q9HBA0}. Apical cell membrane {ECO:0000269|PubMed:14691263, ECO:0000269|PubMed:16571723, ECO:0000269|PubMed:16627472, ECO:0000269|PubMed:24509911, ECO:0000305|PubMed:12093812, ECO:0000305|PubMed:16368742}; Multi-pass membrane protein {ECO:0000250|UniProtKB:Q9HBA0}. Cell junction, adherens junction {ECO:0000269|PubMed:20413591}. Cell projection, cilium {ECO:0000269|PubMed:18695040}. Note=Assembly of the putative homotetramer occurs primarily in the endoplasmic reticulum. Localization to the cell membrane is inhibited by WNK kinases (WNK1, WNK2, WNK3 or WNK4) in a kinase-independent mechanism. {ECO:0000250|UniProtKB:Q9HBA0}.",NA
"15530","P69744","Trpv5",NA,"reviewed","TRPV5_MOUSE","Transient receptor potential cation channel subfamily V member 5 (TrpV5) (Calcium transport protein 2) (CaT2) (Epithelial calcium channel 1) (ECaC1) (Osm-9-like TRP channel 3) (OTRPC3)","ANK repeat;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell membrane;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Apical cell membrane {ECO:0000269|PubMed:12660155}; Multi-pass membrane protein {ECO:0000269|PubMed:12660155}. Note=Colocalized with S100A10 and ANAX2 along the apical domain of kidney distal tubular cells. {ECO:0000269|PubMed:12660155}.",NA
"15531","Q91WD2","Trpv6",NA,"reviewed","TRPV6_MOUSE","Transient receptor potential cation channel subfamily V member 6 (TrpV6) (Calcium transport protein 1) (CaT1) (Epithelial calcium channel 2) (ECaC2)","3D-structure;ANK repeat;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell membrane;Glycoprotein;Ion channel;Ion transport;Membrane;Metal-binding;Phosphoprotein;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport","SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12574114, ECO:0000269|PubMed:12601087, ECO:0000269|PubMed:12660155, ECO:0000269|PubMed:12765696, ECO:0000269|PubMed:14736889}; Multi-pass membrane protein {ECO:0000269|PubMed:12660155}.",NA
"15532","Q80YV3","Trrap",NA,"reviewed","TRRAP_MOUSE","Transformation/transcription domain-associated protein (Tra1 homolog)","Acetylation;Activator;Chromatin regulator;Isopeptide bond;Nucleus;Phosphoprotein;Reference proteome;Repeat;Transcription;Transcription regulation;Ubl conjugation","SUBCELLULAR LOCATION: Nucleus {ECO:0000250}.",NA
"15533","Q8C0D0","Trub1",NA,"reviewed","TRUB1_MOUSE","Pseudouridylate synthase TRUB1 (EC 5.4.99.-) (TruB pseudouridine synthase homolog 1) (tRNA pseudouridine 55 synthase TRUB1) (Psi55 synthase TRUB1) (EC 5.4.99.25)","Acetylation;Alternative splicing;Cytoplasm;Isomerase;mRNA processing;Nucleus;Reference proteome;tRNA processing","SUBCELLULAR LOCATION: Nucleus {ECO:0000250|UniProtKB:Q8WWH5}. Cytoplasm, cytosol {ECO:0000250|UniProtKB:Q8WWH5}. Note=Catalyzes pseudouridylation of mRNAs in the nucleus. {ECO:0000250|UniProtKB:Q8WWH5}.",NA
"15534","Q91WG3","Trub2",NA,"reviewed","TRUB2_MOUSE","Pseudouridylate synthase TRUB2, mitochondrial (EC 5.4.99.-) (TruB pseudouridine synthase homolog 2) (tRNA pseudouridine 55 synthase TRUB2) (Psi55 synthase TRUB2) (EC 5.4.99.25)","Isomerase;Mitochondrion;mRNA processing;Reference proteome;Transit peptide;tRNA processing","SUBCELLULAR LOCATION: Mitochondrion matrix {ECO:0000250|UniProtKB:O95900}. Note=Localizes to mitochondrial RNA granules, platforms for post-transcriptional RNA modification and ribosome assembly. {ECO:0000250|UniProtKB:O95900}.",NA
"15535","Q9R0T7","Try4","T8 Td","reviewed","TRY4_MOUSE","Trypsin-4 (EC 3.4.21.4)","Autocatalytic cleavage;Calcium;Disulfide bond;Hydrolase;Metal-binding;Protease;Reference proteome;Secreted;Serine protease;Signal;Zymogen","SUBCELLULAR LOCATION: Secreted, extracellular space {ECO:0000305}.",NA
"15536","Q9QUK9","Try5","Tc Tesp4","reviewed","TRY5_MOUSE","Trypsin-5 (EC 3.4.21.4) (Testicular-specific serine protease 4) (Trypsinogen 9) (T9)","Autocatalytic cleavage;Cytoplasmic vesicle;Disulfide bond;Hydrolase;Protease;Reference proteome;Serine protease;Signal;Zymogen","SUBCELLULAR LOCATION: Cytoplasmic vesicle, secretory vesicle, acrosome {ECO:0000269|PubMed:10506205}.",NA
"15537","Q9DA44","Tsacc",NA,"reviewed","TSACC_MOUSE","TSSK6-activating co-chaperone protein","Chaperone;Reference proteome",NA,NA
"15538","Q9EP53","Tsc1","Kiaa0243","reviewed","TSC1_MOUSE","Hamartin (Tuberous sclerosis 1 protein homolog)","Alternative splicing;Chaperone;Coiled coil;Cytoplasm;Membrane;Phosphoprotein;Reference proteome;Tumor suppressor","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250|UniProtKB:Q92574}. Membrane {ECO:0000250|UniProtKB:Q92574}; Peripheral membrane protein {ECO:0000250|UniProtKB:Q92574}. Note=At steady state found in association with membranes. {ECO:0000250|UniProtKB:Q92574}.",NA
"15539","Q61037","Tsc2",NA,"reviewed","TSC2_MOUSE","Tuberin (Tuberous sclerosis 2 protein homolog)","Alternative splicing;Cytoplasm;GTPase activation;Membrane;Phosphoprotein;Reference proteome;Tumor suppressor;Ubl conjugation","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}. Membrane {ECO:0000250}; Peripheral membrane protein {ECO:0000250}. Note=At steady state found in association with membranes. {ECO:0000250}.",NA
"15540","P62500","Tsc22d1","Kiaa1994 Tgfb1i4 Tilz1b Tsc22","reviewed","T22D1_MOUSE","TSC22 domain family protein 1 (Regulatory protein TSC-22) (TGFB-stimulated clone 22 homolog) (TSC22-related inducible leucine zipper 1b) (Transforming growth factor beta-1-induced transcript 4 protein)","Alternative splicing;Cell membrane;Cytoplasm;Membrane;Mitochondrion;Nucleus;Phosphoprotein;Reference proteome;Repressor;Transcription;Transcription regulation","SUBCELLULAR LOCATION: Cytoplasm {ECO:0000269|PubMed:1587811}. Nucleus {ECO:0000269|PubMed:1587811}. Cell membrane {ECO:0000250|UniProtKB:Q15714}; Peripheral membrane protein {ECO:0000305}.; SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000250|UniProtKB:Q15714}. Nucleus {ECO:0000250|UniProtKB:Q15714}. Mitochondrion {ECO:0000250|UniProtKB:Q15714}.; SUBCELLULAR LOCATION: [Isoform 2]: Cytoplasm {ECO:0000250|UniProtKB:Q15714}. Nucleus {ECO:0000250|UniProtKB:Q15714}. Mitochondrion {ECO:0000250|UniProtKB:Q15714}.",NA
"15541","E9Q7M2","Tsc22d2",NA,"reviewed","T22D2_MOUSE","TSC22 domain family protein 2","Alternative splicing;Coiled coil;Reference proteome",NA,NA
"15542","Q9Z2S7","Tsc22d3","Dsip1 Dsipi Gilz","reviewed","T22D3_MOUSE","TSC22 domain family protein 3 (Glucocorticoid-induced leucine zipper protein) (TSC22-related-inducible leucine zipper 3) (Tilz3)","Alternative splicing;Cytoplasm;Nucleus;Phosphoprotein;Reference proteome","SUBCELLULAR LOCATION: [Isoform 1]: Cytoplasm {ECO:0000269|PubMed:20124407}. Nucleus {ECO:0000269|PubMed:20124407}. Note=Localization depends on differentiation status of myoblasts (PubMed:20124407). In undifferentiated myoblasts; localizes to the cytoplasm, but in differentiating myoblast; localizes to the nucleus (PubMed:20124407). {ECO:0000269|PubMed:20124407}.; SUBCELLULAR LOCATION: [Isoform 4]: Cytoplasm {ECO:0000269|PubMed:20124407}. Nucleus {ECO:0000269|PubMed:20124407}. Note=Localization depends on differentiation status of myoblasts (PubMed:20124407). In undifferentiated myoblasts; localizes to the cytoplasm, but in differentiating myoblasts; localizes to the nucleus (PubMed:20124407). {ECO:0000269|PubMed:20124407}.",NA
"15543","Q9EQN3","Tsc22d4","Thg1-pit","reviewed","T22D4_MOUSE","TSC22 domain family protein 4 (TSC22-related-inducible leucine zipper protein 2)","Cell projection;Cytoplasm;Nucleus;Phosphoprotein;Reference proteome;Repressor;Synapse;Transcription;Transcription regulation","SUBCELLULAR LOCATION: Nucleus {ECO:0000269|PubMed:20878296}. Cytoplasm {ECO:0000269|PubMed:20878296}. Cell projection, dendrite {ECO:0000269|PubMed:20878296}. Synapse {ECO:0000269|PubMed:20878296}. Note=Localizes away from the nucleus to neurite processes and synaptic termini as cerebellar granular neurons differentiate (PubMed:20878296). Accumulates in the cytoplasm of differentiated Purkinje cells (PubMed:20878296). Localized to both the cytoplasm and nucleus in immature cerebellar granular neurons and atrophic Purkinje cells (PubMed:20878296). {ECO:0000269|PubMed:20878296}.",NA
